,qtdActivityPostAnswer,QtdfActivityBadgeEarned,QtdActivityCommentPosted,qtsActivityQUestionPosted,qtdANswe,qtdTotalScoreAnswer,qtdTotalBadges,QtdTotalBadgesBronze,qtdTotalBadgesSilver,qtdTotalBadgesGo,qtdComment,qtdTotalScoreCommen,qtdQuestion,QtdTotalScoreQuesdti,QtdTotalViewsQuestion,userScore,qtdCommitContributions,qtdIssueContributions,qtdPullRequestContributions,qtdPullRequestReviewContributions,qtdRepositoriesWithContributedCommits,qtdRepositoriesWithContributedIssues,qtdRepositoriesWithContributedPullRequestReviews,qtdRepositoryContributions,qtdRepositoriesWithContributedPullRequests,qtdissue,qtdIssueClosed,qtdIssueOpen,QTdtoalComentsIssue,QtdIssueReaction,qtdIssueReactionHeatr,issueReactionthumbsUP,qtsIssueReactionHooray,qtdRepository,qtdTotalStars,QtdtotalWatchers,qtdRepositoryLanguages,qtdPullRequests,qtdPullRequestsmergedAndClosed,qtdpullrequestsclosedandnotmerged,qtdpullrequestnotmergedandopen,sum(ncloc),sum(qtdBugs),sum(qtdCodeSmells),sum(qtdDuplicatedFiles),sum(qtdViolation),qtdFollowers
QTdtoalComentsIssue,0.014209825284659198,0.02819075818223206,0.003967572546120989,0.017644529750164936,0.03846123128283929,0.03369985744102647,0.014818067707419016,0.01396736289036219,0.017011788184406365,0.004630451163299339,0.019420856980045545,0.01678637630555559,-0.016743265121755096,0.004934127462569287,-0.006711693936940035,0.013571653054470943,0.2012117301013871,0.1365109007942911,0.1723971071062395,0.2709551115225314,0.2509209238525023,0.3223308485660196,0.29218082586003924,0.19185580777018388,0.2625323979304896,0.5736088092004076,0.6075048621673121,0.19964248946620264,1.0,0.46460877541312945,0.37903667436103744,0.47338328825869735,0.32519411384828134,0.33926892268963355,0.16445961546270804,0.18675503817820294,0.33165024184753983,0.24715800207896285,0.22074673599049277,0.25722074691855557,0.16424594270661447,0.029367072104907237,-0.019199698777507303,-0.01942898487779056,0.01920100286731059,-0.01930957572105339,0.19031325700635743
QtdIssueReaction,-0.029835025249228566,-0.01128811087243102,-0.039817619851055766,-0.02119712747680428,0.011503395598192738,0.009622584207751781,0.005040055908602655,0.004618847693261079,0.00422352190879404,0.013096980626510725,0.008861634827986157,0.007450298516464871,0.0009855461963943603,0.01670812080179267,0.016831881810188073,0.003886057282895821,0.12572595805000666,0.09828028008936263,0.0941996890991997,0.18937780332127546,0.10150115899370024,0.1374942178278973,0.1458235660624723,0.10829035575870834,0.09523459732038196,0.21742522398895148,0.2007196033497623,0.14014259674149437,0.46460877541312945,1.0,0.7734401495348401,0.9735915113814437,0.6872237941618021,0.11076428834916534,0.1685088145084361,0.15749385821633197,0.10984490480220453,0.17790658755539204,0.14896453320706673,0.15978637172912935,0.24465337356386122,0.00806048684120409,-0.009052443434284765,-0.010363181598292297,-0.002265674716076236,-0.009468701139404042,0.24150884446502544
qtdIssueReactionHeatr,-0.02582498651424438,-0.018308732618114876,-0.0240054759245675,0.0015309748087894725,-0.015805528310092732,-0.015910773781129896,-0.016822503574657283,-0.016833197181245072,-0.016947077788337758,-0.013568316695613612,-0.018493061576170505,-0.013089324912560886,-0.02488589928743811,-0.01246890574865759,-0.007767509589668255,-0.025144319046135684,0.11437440729455114,0.04205140015515358,0.030153497107738784,0.07801495555824946,0.030754853113084228,0.03413302648591357,0.03128239809390946,0.051575898661997986,0.016224922274743106,0.09184014511215843,0.07448433623216481,0.08166303345995198,0.37903667436103744,0.7734401495348401,1.0,0.6632707814614157,0.7805029403937843,0.020200387111115672,0.09882212704296517,0.09522161584674826,0.03415230450229634,0.09792084556003722,0.08584406499496366,0.07830858053822963,0.12422740727630043,-0.009209748758664482,-0.00299207706135087,-0.007710654039090235,-0.00875597912194609,-0.00442534795366639,0.14369172666566973
issueReactionthumbsUP,-0.031248722453001327,-0.01212962556781526,-0.041267384714602263,-0.02851106435942436,0.016907407041512546,0.016836328863369766,0.0082385033535744,0.007156021005605248,0.008324439025173602,0.014923783124042479,0.014049056946049566,0.013265812388280654,-0.0012977997458741408,0.017761960533232507,0.016637333050956726,0.0064019157137798054,0.12018201135310783,0.10752609854526589,0.11242990906283533,0.21443685448426808,0.11671417708702644,0.1634842479222465,0.17705829518553,0.11531597012147954,0.11902756938672857,0.23872713496327166,0.226507975740182,0.1405158252840493,0.47338328825869735,0.9735915113814437,0.6632707814614157,1.0,0.5568230862747813,0.1264006780628337,0.17428995210322448,0.16224073173221443,0.12060563396472819,0.19324115169720765,0.16278520181477948,0.17768461052533827,0.25004371228747263,0.014217420447866006,-0.009453321713009352,-0.01017427563928282,0.000717287813783541,-0.009692200923681598,0.20955047673747693
qtsIssueReactionHooray,-0.00491292926284928,0.006523094064258873,-0.015060167957483455,0.01882765206183565,-0.011803941850567134,-0.010313134899203377,0.023198696873290795,0.02587933536078475,0.016224769722250496,0.04601474387677045,-0.0014237785441999463,-0.009175285696686396,0.0783508956875519,0.06655275573436792,0.06968334835083062,0.015716215904749784,0.0694336020619207,0.013409831718255725,0.03240199338662025,0.07479835223190591,0.03147466928988295,0.006893754024513763,0.03397923481542548,0.041879549924939065,0.018274015831196967,0.0808734967858692,0.06127582461633216,0.08132286642412909,0.32519411384828134,0.6872237941618021,0.7805029403937843,0.5568230862747813,1.0,0.026945933350595544,0.12133665561626052,0.114356263133104,0.03786481771890081,0.09525877048116174,0.08134845471511173,0.07439722384028251,0.14099178841827018,0.0037133086821908817,-0.006280984436453224,-0.0054754316048321264,-0.005855329211911939,-0.006051322430232518,0.16259677323831714
qtdRepository,0.017170335930898166,0.013230286732051146,0.002718403892353974,0.05085548450773054,0.021382661074114406,-0.008011104237607312,-0.018170506728075835,-0.01814051613196312,-0.0194862502157242,-0.007042911463503358,0.0038384760833410666,-0.02004530790068753,0.008176971028127629,-0.00548277374960018,-0.003623530263630793,-0.0033895596654046267,0.23154026689318535,0.19417554104997242,0.2126769586711605,0.20944225370740063,0.3656940164139441,0.30969965821918144,0.2773091821831119,0.40375484377299625,0.27916962322282984,0.53282911738008,0.4888928956594548,0.3499752858463506,0.33926892268963355,0.11076428834916534,0.020200387111115672,0.1264006780628337,0.026945933350595544,1.0,0.08366927196903723,0.18371197790572563,0.8777491706118252,0.2777936516279324,0.25626917936640653,0.22910558282745033,0.24116445008834772,0.019133990229679074,-0.029064460052470202,-0.025619491270574415,-0.010397792000742107,-0.028081830826916784,0.19092768258027384
qtdTotalStars,-0.027441790346604333,-0.03598540121941403,-0.018380540917313094,0.009647227863677004,-0.0021444784961818252,-0.004508530020469958,0.004364391670542042,0.002798470276400474,0.004921110850438686,0.012178536935886934,0.008338734443920243,0.0026051447348616813,0.031418174929286544,0.022689186903097413,0.02188826805099969,0.009356136617718109,0.09799992920993676,0.05020293148371593,0.03057284041907705,0.08162308657127984,0.06379405831960626,0.05469306214220941,0.06330104706663295,-0.009510565354496707,0.041157168463365625,0.15147286042891178,0.1604682976061507,0.05262249764121191,0.16445961546270804,0.1685088145084361,0.09882212704296517,0.17428995210322448,0.12133665561626052,0.08366927196903723,1.0,0.7268567755560491,0.06851296252087381,0.3547606918204958,0.2976564752622858,0.4583862015549487,0.205862053094281,0.021572514700905838,-0.0113153776261861,-0.01076310276181884,0.026054002588300606,-0.011172773923317777,0.3997510435896365
QtdtotalWatchers,-0.04361834183427311,-0.052665996899110036,-0.03302110952031283,-0.00417219395375447,-0.00039482204558382265,-0.003530001397016236,-0.008664040696378396,-0.010645487626781597,-0.007012318423798096,-0.003171672829442219,0.009557222396729901,0.00022325612459214372,-0.002472177876052474,0.0006930073931638239,0.00036833252611779134,-0.0025319966141242106,0.05551864323504955,0.0681180015191025,0.03367984894551827,0.1137366323280955,0.060312438084764365,0.03770307944009963,0.10497517801965371,-0.021446734976720613,0.0504796194386937,0.2080620296275027,0.20105609682193537,0.114517994945843,0.18675503817820294,0.15749385821633197,0.09522161584674826,0.16224073173221443,0.114356263133104,0.18371197790572563,0.7268567755560491,1.0,0.17003657606318712,0.5112662713808265,0.4749406949022044,0.5027754116954959,0.25765162520676615,0.029127343055779794,-0.0159944759713642,-0.014567465560560275,0.014261957946728035,-0.015596948934577732,0.39119728728855463
qtdRepositoryLanguages,0.0337063867457109,0.021163418778130827,0.024034050298546092,0.06793089786340861,0.03319822673285719,-0.007640491567965902,-0.025523858269952772,-0.02587068459343487,-0.02562743365255818,-0.01859320146099205,0.008911517156374667,-0.01788261574375124,-0.007341246669337451,-0.015089626171320293,-0.014644110742923178,0.00467532094798834,0.22309374630283485,0.18204281384215187,0.2541049486767278,0.24081069289481827,0.3371534550474437,0.31695980448882716,0.2954948852764923,0.4363403770667699,0.319579611934867,0.47656216867018764,0.44530757378290164,0.29547513266780095,0.33165024184753983,0.10984490480220453,0.03415230450229634,0.12060563396472819,0.03786481771890081,0.8777491706118252,0.06851296252087381,0.17003657606318712,1.0,0.2725308908385198,0.259560375688403,0.2138724386421288,0.1958046640608421,0.03317461433818696,-0.022314132646324328,-0.019867343240575222,0.013782668871854252,-0.021617912095470183,0.1428655736451706
qtdPullRequests,0.018227017056572016,0.016026129760534906,0.028402881519371165,0.03341228160355323,-0.02456481748186317,-0.02242886829245002,-0.026342331037905092,-0.02896042609762347,-0.024015660203531294,-0.017987531403250198,-0.024574656534712934,-0.019960172724909266,-0.01933179453826433,-0.008930818679789895,-0.014841473528931604,-0.029312782283473313,0.22478078533190038,0.17659218149599948,0.26655109384551995,0.28977693609790006,0.2669055135525717,0.21236176092801587,0.3321456530969642,0.09583107248216534,0.2948927655413233,0.3088697062679442,0.321871728295715,0.11895308581269119,0.24715800207896285,0.17790658755539204,0.09792084556003722,0.19324115169720765,0.09525877048116174,0.2777936516279324,0.3547606918204958,0.5112662713808265,0.2725308908385198,1.0,0.979468504002739,0.820662390733865,0.43975848965298003,0.047434225727737735,-0.019085160910679775,-0.015834995515764547,0.031572627554987714,-0.018144033942008444,0.24745332916813714
qtdPullRequestsmergedAndClosed,0.011735641793791787,0.010987597412610113,0.01988382623022932,0.03233489243850727,-0.02339501986373161,-0.02001910792622099,-0.027220907743672175,-0.029824371896560717,-0.02471172049374879,-0.02008395814942214,-0.02316362177790226,-0.018581561358421407,-0.021282969048670188,-0.011952350560649888,-0.017468406627215136,-0.03028270225525297,0.21588790078854747,0.1537088374384541,0.2787982012924677,0.2857194016666574,0.25665956482511076,0.20206838220270948,0.32880436599052265,0.09657257871158272,0.3003620991408879,0.2859380630859536,0.2996522842593471,0.10646223939117304,0.22074673599049277,0.14896453320706673,0.08584406499496366,0.16278520181477948,0.08134845471511173,0.25626917936640653,0.2976564752622858,0.4749406949022044,0.259560375688403,0.979468504002739,1.0,0.7095957312864356,0.30630327323008477,0.05919405322642911,-0.017240462436729713,-0.012410691875001583,0.03327982870276607,-0.015817930639963063,0.2025663554734218
qtdpullrequestsclosedandnotmerged,0.06112626403187546,0.0507851980831885,0.07382090917456266,0.05716734523733102,-0.021077110667116317,-0.020841535208804482,-0.02635381990761089,-0.02854976593963916,-0.02395287305742218,-0.02177450921351203,-0.023522460705280517,-0.019905647211427624,-0.03221335052924124,-0.01664621848300433,-0.02343449161260614,-0.028269512978289342,0.20536273650141482,0.213618156974082,0.1737218895542406,0.23631981048857284,0.21953911178493982,0.20197697469677744,0.27902345998939443,0.04342044561709749,0.22263625749145496,0.2857565092509306,0.30976865832746575,0.08391183049694749,0.25722074691855557,0.15978637172912935,0.07830858053822963,0.17768461052533827,0.07439722384028251,0.22910558282745033,0.4583862015549487,0.5027754116954959,0.2138724386421288,0.820662390733865,0.7095957312864356,1.0,0.4348399066337224,0.01909951965534958,-0.016018295406962996,-0.016249045041378262,0.03398407436634554,-0.016122515448110233,0.2755459785452806
qtdpullrequestnotmergedandopen,-0.03674598429186045,-0.03155909701457015,-0.026954446786060553,-0.04136221177367001,-0.014092860038617282,-0.019966438906834024,0.008682673391294455,0.00792088520805124,0.006969579871663599,0.024901941617449023,-0.01109440604544961,-0.009203968740510356,0.04193730600808208,0.03911968780969329,0.03827257620478855,0.007509499398192177,0.09018383995628561,0.08890522050311812,0.0708268751504155,0.1158812672481178,0.15291079451970455,0.08390373731101984,0.10661702563446773,0.09128931158044644,0.07984974426626083,0.19887199773647657,0.1706121058740049,0.15649801820493878,0.16424594270661447,0.24465337356386122,0.12422740727630043,0.25004371228747263,0.14099178841827018,0.24116445008834772,0.205862053094281,0.25765162520676615,0.1958046640608421,0.43975848965298003,0.30630327323008477,0.4348399066337224,1.0,-0.03734530953088666,-0.018817953780013236,-0.02425058081013707,-0.020175728437728507,-0.020500761502953997,0.2700164980367825
sum(ncloc),0.04639862387692821,0.0004250043066443477,0.06204742882515697,0.07333807612655469,-0.007854255112978915,-0.0031516692720752323,-0.006817350455964464,-0.005418103712729302,-0.007436064942328257,-0.012580371265411634,-0.006576238081978206,-0.00230493310705815,-0.02020747813272274,-0.01313416124020388,-0.006174497435351397,-0.015881727709528136,0.022575142916180926,0.009717226109999068,0.056972236166254867,0.10909859710488455,0.01626318920007358,0.07675582086406474,0.041045757356934255,0.013633658688946624,0.0376789829399992,0.023622185880976525,0.02474621714406377,0.008814663005512197,0.029367072104907237,0.00806048684120409,-0.009209748758664482,0.014217420447866006,0.0037133086821908817,0.019133990229679074,0.021572514700905838,0.029127343055779794,0.03317461433818696,0.047434225727737735,0.05919405322642911,0.01909951965534958,-0.03734530953088666,1.0,0.4039452650491375,0.490518931165692,0.7898046797873792,0.4309247114030001,0.01593469182207421
sum(qtdBugs),-0.012583074728645002,-0.014117657925733587,-0.01139677006487458,-0.011381918491333338,-0.005535199753141398,-0.003614204205108618,-0.00017201441698070236,0.0054571991165907096,-0.005910849120659463,-0.005306901587885675,0.004650990884825886,-0.0011871422838483534,0.004594498158860531,-0.0018888764171549495,-0.003373817067228679,-0.0029724255458263332,-0.011060664555795607,-0.00814079561681005,-0.009909254904603797,-0.009394064395666835,-0.01849270618050284,-0.009697285553804929,-0.01120854327952074,-0.02204566346237652,-0.012639575033271544,-0.031107562521916324,-0.026837644827278507,-0.02415113453558914,-0.019199698777507303,-0.009052443434284765,-0.00299207706135087,-0.009453321713009352,-0.006280984436453224,-0.029064460052470202,-0.0113153776261861,-0.0159944759713642,-0.022314132646324328,-0.019085160910679775,-0.017240462436729713,-0.016018295406962996,-0.018817953780013236,0.4039452650491375,1.0,0.990445150309643,0.5379410664532722,0.999131254615196,-0.010835690825858875
sum(qtdCodeSmells),-0.011777456896689093,-0.016395285157006084,-0.008710873051158143,-0.007530340484626905,-0.0071374150490316176,-0.00476327362366805,-0.0016865596334890813,0.0038715230881098284,-0.007416041751408423,-0.006121773109614245,0.0031345834382544235,-0.0017045147196293412,0.0029504260052998785,-0.0028885525904385704,-0.0038191573678712227,-0.0054079410780503755,-0.008519906733459266,-0.008648242520945077,-0.003465989992334061,-0.0033899864641392663,-0.01759299349556788,-0.005192914768379202,-0.011502186793745142,-0.02023569398304807,-0.011462613201155204,-0.03190790081612183,-0.028337685499764,-0.023006531252906352,-0.01942898487779056,-0.010363181598292297,-0.007710654039090235,-0.01017427563928282,-0.0054754316048321264,-0.025619491270574415,-0.01076310276181884,-0.014567465560560275,-0.019867343240575222,-0.015834995515764547,-0.012410691875001583,-0.016249045041378262,-0.02425058081013707,0.490518931165692,0.990445150309643,1.0,0.5711445999489293,0.995331867066923,-0.009295624692907326
sum(qtdDuplicatedFiles),0.01466385274363428,-0.0032789527616535457,0.022644106886481052,0.037795464210212286,0.006364826637015009,0.007663584387849217,0.0018685954177084013,0.004323480048272578,0.0021610622362828557,-0.019418294836885373,0.0027208890962489188,-1.3106748385219126e-05,-0.020692149107502333,-0.01565357555198425,-0.014214467989341116,0.0005779823814007166,0.0025184662242388445,0.005354117092478705,0.026259182948758224,0.05223961902762318,-0.0065824333189548915,0.05878620842293239,0.015444048823141163,0.004140144050650824,0.012407580855635297,0.017584128762187345,0.0016487666156780058,0.04314803092580169,0.01920100286731059,-0.002265674716076236,-0.00875597912194609,0.000717287813783541,-0.005855329211911939,-0.010397792000742107,0.026054002588300606,0.014261957946728035,0.013782668871854252,0.031572627554987714,0.03327982870276607,0.03398407436634554,-0.020175728437728507,0.7898046797873792,0.5379410664532722,0.5711445999489293,1.0,0.5490602482489029,0.011150532471853039
sum(qtdViolation),-0.012364515506295517,-0.014833887753225453,-0.010607662138322095,-0.010239694327146946,-0.00603103804458401,-0.0039692209875470605,-0.0006306661169723017,0.004988421971105132,-0.006378215729258115,-0.005564738147214892,0.0042015288458397936,-0.001346295622035683,0.00410666148336593,-0.0021954275213067554,-0.0035160035189794473,-0.0037146415486301147,-0.01031538144526185,-0.00830948873191189,-0.007983175516179018,-0.007600144794497199,-0.01825836895086105,-0.008353131253687042,-0.0113215243104049,-0.02154006919185068,-0.012310078028513837,-0.03141327832860005,-0.027346722433111977,-0.02385333408807881,-0.01930957572105339,-0.009468701139404042,-0.00442534795366639,-0.009692200923681598,-0.006051322430232518,-0.028081830826916784,-0.011172773923317777,-0.015596948934577732,-0.021617912095470183,-0.018144033942008444,-0.015817930639963063,-0.016122515448110233,-0.020500761502953997,0.4309247114030001,0.999131254615196,0.995331867066923,0.5490602482489029,1.0,-0.010392265961304334
qtdFollowers,-0.005194474924008954,-0.019582282185227264,0.0014541788881285392,0.03732095165048287,-0.016499082807729295,-0.018265632179326356,-0.014582931322404015,-0.014881955052986416,-0.01441599685880715,-0.01135890304574332,-0.015579975808964756,-0.01653128412000727,-0.004285668171933444,-0.0015260698324234604,-0.004033132401458187,-0.0204157601678889,0.17349934730635977,0.14194676605859047,0.113997965565975,0.14582082608503596,0.25494468087502775,0.15029454402064701,0.2021068801113193,0.17223455334599305,0.16942841120774976,0.1824810135860127,0.16469441003175272,0.125833982034694,0.19031325700635743,0.24150884446502544,0.14369172666566973,0.20955047673747693,0.16259677323831714,0.19092768258027384,0.3997510435896365,0.39119728728855463,0.1428655736451706,0.24745332916813714,0.2025663554734218,0.2755459785452806,0.2700164980367825,0.01593469182207421,-0.010835690825858875,-0.009295624692907326,0.011150532471853039,-0.010392265961304334,1.0
